work_id,topic_id,topic_name
https://openalex.org/W4283757143,https://openalex.org/T10965,Geological formations and processes
https://openalex.org/W4223892951,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4223892951,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W4223892951,https://openalex.org/T11284,Coal Properties and Utilization
https://openalex.org/W4398159676,https://openalex.org/T10001,Geological and Geochemical Analysis
https://openalex.org/W4398159676,https://openalex.org/T12157,Geochemistry and Geologic Mapping
https://openalex.org/W4398159676,https://openalex.org/T10413,High-pressure geophysics and materials
https://openalex.org/W4309553920,https://openalex.org/T10109,Paleontology and Stratigraphy of Fossils
https://openalex.org/W4309553920,https://openalex.org/T13177,Geological and Geophysical Studies
https://openalex.org/W4309553920,https://openalex.org/T10017,Geology and Paleoclimatology Research
https://openalex.org/W4317376201,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4317376201,https://openalex.org/T12157,Geochemistry and Geologic Mapping
https://openalex.org/W4317376201,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W3141818123,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W3141818123,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W3141818123,https://openalex.org/T12603,NMR spectroscopy and applications
https://openalex.org/W4213326878,https://openalex.org/T10965,Geological formations and processes
https://openalex.org/W4213326878,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W4213326878,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4223471131,https://openalex.org/T10109,Paleontology and Stratigraphy of Fossils
https://openalex.org/W4223471131,https://openalex.org/T10965,Geological formations and processes
https://openalex.org/W4223471131,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4387996609,https://openalex.org/T11740,Geochemistry and Elemental Analysis
https://openalex.org/W4387996609,https://openalex.org/T10109,Paleontology and Stratigraphy of Fossils
https://openalex.org/W4387996609,https://openalex.org/T11877,Iron oxide chemistry and applications
https://openalex.org/W4390510283,https://openalex.org/T10965,Geological formations and processes
https://openalex.org/W4390510283,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4390510283,https://openalex.org/T10001,Geological and Geochemical Analysis
https://openalex.org/W4391167607,https://openalex.org/T10017,Geology and Paleoclimatology Research
https://openalex.org/W4391167607,https://openalex.org/T11740,Geochemistry and Elemental Analysis
https://openalex.org/W4391167607,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4390685983,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4390685983,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W4390685983,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W4391286506,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4391286506,https://openalex.org/T10109,Paleontology and Stratigraphy of Fossils
https://openalex.org/W4391286506,https://openalex.org/T10965,Geological formations and processes
https://openalex.org/W4200149467,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4200149467,https://openalex.org/T12157,Geochemistry and Geologic Mapping
https://openalex.org/W4200149467,https://openalex.org/T11630,Petroleum Processing and Analysis
https://openalex.org/W3195332584,https://openalex.org/T11740,Geochemistry and Elemental Analysis
https://openalex.org/W3195332584,https://openalex.org/T10973,Radioactive element chemistry and processing
https://openalex.org/W3195332584,https://openalex.org/T10109,Paleontology and Stratigraphy of Fossils
https://openalex.org/W4392964788,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4392964788,https://openalex.org/T10965,Geological formations and processes
https://openalex.org/W4392964788,https://openalex.org/T13205,Geological and Geophysical Studies Worldwide
https://openalex.org/W3128658973,https://openalex.org/T12157,Geochemistry and Geologic Mapping
https://openalex.org/W3128658973,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W3128658973,https://openalex.org/T10995,Methane Hydrates and Related Phenomena
https://openalex.org/W2618368271,https://openalex.org/T10995,Methane Hydrates and Related Phenomena
https://openalex.org/W2618368271,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W2618368271,https://openalex.org/T11588,Atmospheric and Environmental Gas Dynamics
https://openalex.org/W2766468506,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W2766468506,https://openalex.org/T13177,Geological and Geophysical Studies
https://openalex.org/W2766468506,https://openalex.org/T10995,Methane Hydrates and Related Phenomena
https://openalex.org/W2928602162,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W2928602162,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W2928602162,https://openalex.org/T11801,Reservoir Engineering and Simulation Methods
https://openalex.org/W2965273680,https://openalex.org/T12157,Geochemistry and Geologic Mapping
https://openalex.org/W4205343768,https://openalex.org/T12319,Fish Biology and Ecology Studies
https://openalex.org/W4221087233,https://openalex.org/T10955,Paleontology and Evolutionary Biology
https://openalex.org/W4221087233,https://openalex.org/T11387,Ichthyology and Marine Biology
https://openalex.org/W4221087233,https://openalex.org/T13177,Geological and Geophysical Studies
https://openalex.org/W4385654401,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4385654401,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W4385654401,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W4388593599,https://openalex.org/T11387,Ichthyology and Marine Biology
https://openalex.org/W4388593599,https://openalex.org/T10955,Paleontology and Evolutionary Biology
https://openalex.org/W4388593599,https://openalex.org/T12319,Fish Biology and Ecology Studies
https://openalex.org/W4388960641,https://openalex.org/T10017,Geology and Paleoclimatology Research
https://openalex.org/W4388960641,https://openalex.org/T11740,Geochemistry and Elemental Analysis
https://openalex.org/W4388960641,https://openalex.org/T10109,Paleontology and Stratigraphy of Fossils
https://openalex.org/W4392600402,https://openalex.org/T11588,Atmospheric and Environmental Gas Dynamics
https://openalex.org/W4409556117,https://openalex.org/T12383,Aeolian processes and effects
https://openalex.org/W4409556117,https://openalex.org/T10535,Landslides and related hazards
https://openalex.org/W4409556117,https://openalex.org/T10577,Hydrology and Sediment Transport Processes
https://openalex.org/W4412890921,https://openalex.org/T11007,Hybrid Renewable Energy Systems
https://openalex.org/W4412890921,https://openalex.org/T10973,Radioactive element chemistry and processing
https://openalex.org/W4412890921,https://openalex.org/T13465,"Graphite, nuclear technology, radiation studies"
https://openalex.org/W4413307018,https://openalex.org/T12383,Aeolian processes and effects
https://openalex.org/W4413307018,https://openalex.org/T10889,Soil erosion and sediment transport
https://openalex.org/W4413307018,https://openalex.org/T10577,Hydrology and Sediment Transport Processes
https://openalex.org/W1967710197,https://openalex.org/T10045,Organic Electronics and Photovoltaics
https://openalex.org/W1967710197,https://openalex.org/T10611,Organic Light-Emitting Diodes Research
https://openalex.org/W1967710197,https://openalex.org/T10247,Perovskite Materials and Applications
https://openalex.org/W3137305441,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W3137305441,https://openalex.org/T11915,Pickering emulsions and particle stabilization
https://openalex.org/W3137305441,https://openalex.org/T11630,Petroleum Processing and Analysis
https://openalex.org/W2998154399,https://openalex.org/T11915,Pickering emulsions and particle stabilization
https://openalex.org/W2998154399,https://openalex.org/T10721,Surfactants and Colloidal Systems
https://openalex.org/W2998154399,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W3046448093,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W3046448093,https://openalex.org/T11401,Minerals Flotation and Separation Techniques
https://openalex.org/W3046448093,https://openalex.org/T11915,Pickering emulsions and particle stabilization
https://openalex.org/W3190267996,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W3190267996,https://openalex.org/T11630,Petroleum Processing and Analysis
https://openalex.org/W3190267996,https://openalex.org/T10721,Surfactants and Colloidal Systems
https://openalex.org/W3202458597,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W3202458597,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W3202458597,https://openalex.org/T11915,Pickering emulsions and particle stabilization
https://openalex.org/W3077833416,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W3077833416,https://openalex.org/T10995,Methane Hydrates and Related Phenomena
https://openalex.org/W3077833416,https://openalex.org/T11588,Atmospheric and Environmental Gas Dynamics
https://openalex.org/W4383370930,https://openalex.org/T11007,Hybrid Renewable Energy Systems
https://openalex.org/W4383370930,https://openalex.org/T10967,Carbon Dioxide Capture Technologies
https://openalex.org/W4383370930,https://openalex.org/T10495,Catalysts for Methane Reforming
https://openalex.org/W4323827695,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W4323827695,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W4323827695,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W1972195990,https://openalex.org/T10045,Organic Electronics and Photovoltaics
https://openalex.org/W1972195990,https://openalex.org/T10306,Liquid Crystal Research Advancements
https://openalex.org/W1972195990,https://openalex.org/T10923,Force Microscopy Techniques and Applications
https://openalex.org/W2018730143,https://openalex.org/T11009,Catalysis for Biomass Conversion
https://openalex.org/W2018730143,https://openalex.org/T10171,Biofuel production and bioconversion
https://openalex.org/W2018730143,https://openalex.org/T10835,Carbohydrate Chemistry and Synthesis
https://openalex.org/W2132130375,https://openalex.org/T10432,DNA and Nucleic Acid Chemistry
https://openalex.org/W2132130375,https://openalex.org/T12236,Photoreceptor and optogenetics research
https://openalex.org/W2132130375,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2054882623,https://openalex.org/T11825,Catalysis and Oxidation Reactions
https://openalex.org/W2054882623,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2054882623,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2888573122,https://openalex.org/T10432,DNA and Nucleic Acid Chemistry
https://openalex.org/W2888573122,https://openalex.org/T10207,Advanced biosensing and bioanalysis techniques
https://openalex.org/W2888573122,https://openalex.org/T11626,Metalloenzymes and iron-sulfur proteins
https://openalex.org/W2009444482,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2009444482,https://openalex.org/T12236,Photoreceptor and optogenetics research
https://openalex.org/W2009444482,https://openalex.org/T10913,Molecular Junctions and Nanostructures
https://openalex.org/W2016780048,https://openalex.org/T10045,Organic Electronics and Photovoltaics
https://openalex.org/W2016780048,https://openalex.org/T11277,Thermal properties of materials
https://openalex.org/W2016780048,https://openalex.org/T10377,Metal and Thin Film Mechanics
https://openalex.org/W2325015204,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2325015204,https://openalex.org/T13253,Chemical Reactions and Mechanisms
https://openalex.org/W2325015204,https://openalex.org/T11708,Photochromic and Fluorescence Chemistry
https://openalex.org/W2004464682,https://openalex.org/T10683,Mass Spectrometry Techniques and Applications
https://openalex.org/W2004464682,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2004464682,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2899160823,https://openalex.org/T11733,X-ray Spectroscopy and Fluorescence Analysis
https://openalex.org/W2899160823,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2899160823,https://openalex.org/T10566,Laser-Matter Interactions and Applications
https://openalex.org/W2069086822,https://openalex.org/T11708,Photochromic and Fluorescence Chemistry
https://openalex.org/W2069086822,https://openalex.org/T12893,Organic Chemistry Cycloaddition Reactions
https://openalex.org/W2069086822,https://openalex.org/T10903,Porphyrin and Phthalocyanine Chemistry
https://openalex.org/W2078129173,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2078129173,https://openalex.org/T10566,Laser-Matter Interactions and Applications
https://openalex.org/W2078129173,https://openalex.org/T12236,Photoreceptor and optogenetics research
https://openalex.org/W2402712585,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W2402712585,https://openalex.org/T11751,Lattice Boltzmann Simulation Studies
https://openalex.org/W2402712585,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W2899217233,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W2899217233,https://openalex.org/T11630,Petroleum Processing and Analysis
https://openalex.org/W2899217233,https://openalex.org/T10721,Surfactants and Colloidal Systems
https://openalex.org/W4200553882,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W4200553882,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W4200553882,https://openalex.org/T10161,Rock Mechanics and Modeling
https://openalex.org/W2976286243,https://openalex.org/T10721,Surfactants and Colloidal Systems
https://openalex.org/W2976286243,https://openalex.org/T11630,Petroleum Processing and Analysis
https://openalex.org/W2976286243,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W1963592702,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W1963592702,https://openalex.org/T11111,Spectroscopy and Laser Applications
https://openalex.org/W1963592702,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2298927310,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2298927310,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2298927310,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W3137028521,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W3137028521,https://openalex.org/T11630,Petroleum Processing and Analysis
https://openalex.org/W3137028521,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W3164269048,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W3164269048,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W3164269048,https://openalex.org/T11801,Reservoir Engineering and Simulation Methods
https://openalex.org/W2012291362,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2012291362,https://openalex.org/T12967,Molecular Spectroscopy and Structure
https://openalex.org/W2012291362,https://openalex.org/T11298,Synthesis and Properties of Aromatic Compounds
https://openalex.org/W2889541240,https://openalex.org/T10701,Radical Photochemical Reactions
https://openalex.org/W2889541240,https://openalex.org/T12893,Organic Chemistry Cycloaddition Reactions
https://openalex.org/W2889541240,https://openalex.org/T10013,Asymmetric Synthesis and Catalysis
https://openalex.org/W3093024954,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W3093024954,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W3093024954,https://openalex.org/T10161,Rock Mechanics and Modeling
https://openalex.org/W2535696233,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W2535696233,https://openalex.org/T11588,Atmospheric and Environmental Gas Dynamics
https://openalex.org/W2535696233,https://openalex.org/T11630,Petroleum Processing and Analysis
https://openalex.org/W2971154987,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W2971154987,https://openalex.org/T11630,Petroleum Processing and Analysis
https://openalex.org/W2971154987,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W3083162868,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W3083162868,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W3083162868,https://openalex.org/T10161,Rock Mechanics and Modeling
https://openalex.org/W2557294649,https://openalex.org/T10075,Atmospheric chemistry and aerosols
https://openalex.org/W2557294649,https://openalex.org/T11320,Atmospheric Ozone and Climate
https://openalex.org/W2557294649,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2737682044,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2737682044,https://openalex.org/T11111,Spectroscopy and Laser Applications
https://openalex.org/W2737682044,https://openalex.org/T11320,Atmospheric Ozone and Climate
https://openalex.org/W2765503353,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2765503353,https://openalex.org/T12236,Photoreceptor and optogenetics research
https://openalex.org/W2765503353,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2886669206,https://openalex.org/T12893,Organic Chemistry Cycloaddition Reactions
https://openalex.org/W2886669206,https://openalex.org/T11931,Organoselenium and organotellurium chemistry
https://openalex.org/W2886669206,https://openalex.org/T10013,Asymmetric Synthesis and Catalysis
https://openalex.org/W2102123356,https://openalex.org/T10540,Advanced Fluorescence Microscopy Techniques
https://openalex.org/W2102123356,https://openalex.org/T12236,Photoreceptor and optogenetics research
https://openalex.org/W2102123356,https://openalex.org/T10303,Photosynthetic Processes and Mechanisms
https://openalex.org/W3197787500,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W3197787500,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W3197787500,https://openalex.org/T11278,Calcium Carbonate Crystallization and Inhibition
https://openalex.org/W4226494982,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W4226494982,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W4226494982,https://openalex.org/T10399,Hydrocarbon exploration and reservoir analysis
https://openalex.org/W3015423791,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W3015423791,https://openalex.org/T11915,Pickering emulsions and particle stabilization
https://openalex.org/W3015423791,https://openalex.org/T10864,Fluid Dynamics and Mixing
https://openalex.org/W4299348145,https://openalex.org/T10324,Microbial bioremediation and biosurfactants
https://openalex.org/W4299348145,https://openalex.org/T11180,Pesticide and Herbicide Environmental Studies
https://openalex.org/W4299348145,https://openalex.org/T11791,Microbial Community Ecology and Physiology
https://openalex.org/W4317548849,https://openalex.org/T10892,Drilling and Well Engineering
https://openalex.org/W4317548849,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W4317548849,https://openalex.org/T12482,Tunneling and Rock Mechanics
https://openalex.org/W4399363954,https://openalex.org/T10701,Radical Photochemical Reactions
https://openalex.org/W4399363954,https://openalex.org/T10354,Catalytic C–H Functionalization Methods
https://openalex.org/W4399363954,https://openalex.org/T11989,Oxidative Organic Chemistry Reactions
https://openalex.org/W4401502511,https://openalex.org/T11278,Calcium Carbonate Crystallization and Inhibition
https://openalex.org/W4401502511,https://openalex.org/T11401,Minerals Flotation and Separation Techniques
https://openalex.org/W4401502511,https://openalex.org/T11923,Mine drainage and remediation techniques
https://openalex.org/W2037754010,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2037754010,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2037754010,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2042193664,https://openalex.org/T10683,Mass Spectrometry Techniques and Applications
https://openalex.org/W2042193664,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2042193664,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2190108844,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2190108844,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2190108844,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W1984868215,https://openalex.org/T12362,Tribology and Wear Analysis
https://openalex.org/W1984868215,https://openalex.org/T10377,Metal and Thin Film Mechanics
https://openalex.org/W1984868215,https://openalex.org/T10923,Force Microscopy Techniques and Applications
https://openalex.org/W2100689776,https://openalex.org/T11261,Quantum chaos and dynamical systems
https://openalex.org/W2100689776,https://openalex.org/T11520,Advanced Thermodynamics and Statistical Mechanics
https://openalex.org/W2100689776,https://openalex.org/T10622,Quantum Mechanics and Applications
https://openalex.org/W2511811544,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2511811544,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2511811544,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W1968851907,https://openalex.org/T11931,Organoselenium and organotellurium chemistry
https://openalex.org/W1968851907,https://openalex.org/T12893,Organic Chemistry Cycloaddition Reactions
https://openalex.org/W1968851907,https://openalex.org/T12189,Sulfur-Based Synthesis Techniques
https://openalex.org/W1980340344,https://openalex.org/T11931,Organoselenium and organotellurium chemistry
https://openalex.org/W1980340344,https://openalex.org/T12189,Sulfur-Based Synthesis Techniques
https://openalex.org/W1980340344,https://openalex.org/T12893,Organic Chemistry Cycloaddition Reactions
https://openalex.org/W1986005007,https://openalex.org/T10044,Protein Structure and Dynamics
https://openalex.org/W1986005007,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W1986005007,https://openalex.org/T12236,Photoreceptor and optogenetics research
https://openalex.org/W2594467559,https://openalex.org/T10532,Molecular Sensors and Ion Detection
https://openalex.org/W2594467559,https://openalex.org/T10908,Analytical Chemistry and Chromatography
https://openalex.org/W2594467559,https://openalex.org/T11746,Inorganic and Organometallic Chemistry
https://openalex.org/W2153289406,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2153289406,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2153289406,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2010273184,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2010273184,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2010273184,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2802473351,https://openalex.org/T10324,Microbial bioremediation and biosurfactants
https://openalex.org/W2802473351,https://openalex.org/T10683,Mass Spectrometry Techniques and Applications
https://openalex.org/W2802473351,https://openalex.org/T10973,Radioactive element chemistry and processing
https://openalex.org/W2072033384,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2072033384,https://openalex.org/T12893,Organic Chemistry Cycloaddition Reactions
https://openalex.org/W2072033384,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2594463724,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2594463724,https://openalex.org/T10002,Advanced Chemical Physics Studies
https://openalex.org/W2594463724,https://openalex.org/T10913,Molecular Junctions and Nanostructures
https://openalex.org/W2011053324,https://openalex.org/T13013,Free Radicals and Antioxidants
https://openalex.org/W2011053324,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2011053324,https://openalex.org/T10913,Molecular Junctions and Nanostructures
https://openalex.org/W2057924333,https://openalex.org/T10683,Mass Spectrometry Techniques and Applications
https://openalex.org/W2057924333,https://openalex.org/T10566,Laser-Matter Interactions and Applications
https://openalex.org/W2057924333,https://openalex.org/T10857,Advanced Electron Microscopy Techniques and Applications
https://openalex.org/W2313374161,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
https://openalex.org/W2313374161,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
https://openalex.org/W2313374161,https://openalex.org/T12748,Molecular spectroscopy and chirality
https://openalex.org/W2005549928,https://openalex.org/T10532,Molecular Sensors and Ion Detection
https://openalex.org/W2005549928,https://openalex.org/T11240,Luminescence and Fluorescent Materials
https://openalex.org/W2005549928,https://openalex.org/T11667,Advanced Chemical Sensor Technologies
https://openalex.org/W3170993674,https://openalex.org/T10491,Enhanced Oil Recovery Techniques
https://openalex.org/W3170993674,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis
https://openalex.org/W3170993674,https://openalex.org/T10892,Drilling and Well Engineering
